Date_time,Temp,RH,HOBO,Date,Time
11/20/2017 10:00:00,17.296,49.568,6,17-11-20,10:00
11/20/2017 13:30:00,17.296,47.785,6,17-11-20,13:30
11/24/2017 21:45:00,17.296,77.1,6,17-11-24,21:45
11/25/2017 15:30:00,17.296,61.724,6,17-11-25,15:30
11/25/2017 20:15:00,17.296,59.08,6,17-11-25,20:15
11/12/2017 22:30:00,17.296,79.738,7,17-11-12,22:30
11/21/2017 20:00:00,17.296,77.41,7,17-11-21,20:00
11/26/2017 17:00:00,17.296,38.718,7,17-11-26,17:00
11/20/2017 8:15:00,17.32,100,1,17-11-20,8:15
11/20/2017 17:45:00,17.32,100,1,17-11-20,17:45
11/20/2017 22:00:00,17.32,100,1,17-11-20,22:00
11/21/2017 16:30:00,17.32,100,1,17-11-21,16:30
11/21/2017 21:15:00,17.32,92.673,1,17-11-21,21:15
11/11/2017 12:30:00,17.32,100,2,17-11-11,12:30
11/12/2017 4:45:00,17.32,100,2,17-11-12,4:45
11/12/2017 5:00:00,17.32,100,2,17-11-12,5:00
11/12/2017 5:15:00,17.32,100,2,17-11-12,5:15
11/12/2017 9:15:00,17.32,100,2,17-11-12,9:15
11/21/2017 19:00:00,17.32,90.257,2,17-11-21,19:00
11/11/2017 5:00:00,17.32,100,3,17-11-11,5:00
11/14/2017 6:15:00,17.32,100,3,17-11-14,6:15
11/15/2017 13:30:00,17.32,100,3,17-11-15,13:30
11/15/2017 23:00:00,17.32,100,3,17-11-15,23:00
11/16/2017 23:45:00,17.32,100,3,17-11-16,23:45
11/19/2017 12:15:00,17.32,100,3,17-11-19,12:15
11/22/2017 18:30:00,17.32,71.252,3,17-11-22,18:30
11/16/2017 3:45:00,17.32,93.227,4,17-11-16,3:45
11/17/2017 5:15:00,17.32,92.092,4,17-11-17,5:15
11/17/2017 5:30:00,17.32,92.145,4,17-11-17,5:30
11/17/2017 15:00:00,17.32,91.588,4,17-11-17,15:00
11/20/2017 3:15:00,17.32,92.726,4,17-11-20,3:15
11/21/2017 19:45:00,17.32,86.977,4,17-11-21,19:45
11/24/2017 12:30:00,17.32,87.626,4,17-11-24,12:30
11/25/2017 3:30:00,17.32,87.599,4,17-11-25,3:30
11/25/2017 23:45:00,17.32,82.658,4,17-11-25,23:45
11/28/2017 16:30:00,17.32,82.326,4,17-11-28,16:30
11/28/2017 20:15:00,17.32,80.969,4,17-11-28,20:15
11/30/2017 5:30:00,17.32,78.904,4,17-11-30,5:30
11/30/2017 5:45:00,17.32,78.932,4,17-11-30,5:45
11/30/2017 6:00:00,17.32,78.96,4,17-11-30,6:00
11/15/2017 9:30:00,17.32,69.368,5,17-11-15,9:30
11/15/2017 17:45:00,17.32,68.873,5,17-11-15,17:45
11/15/2017 23:45:00,17.32,69.164,5,17-11-15,23:45
11/17/2017 21:30:00,17.32,66.914,5,17-11-17,21:30
11/17/2017 21:45:00,17.32,66.914,5,17-11-17,21:45
11/17/2017 22:00:00,17.32,66.914,5,17-11-17,22:00
11/20/2017 3:15:00,17.32,67.822,5,17-11-20,3:15
11/20/2017 9:45:00,17.32,49.727,6,17-11-20,9:45
11/20/2017 13:45:00,17.32,47.631,6,17-11-20,13:45
11/21/2017 1:45:00,17.32,45.585,6,17-11-21,1:45
11/21/2017 14:45:00,17.32,42.793,6,17-11-21,14:45
11/24/2017 14:15:00,17.32,90.87,6,17-11-24,14:15
11/26/2017 15:30:00,17.32,56.079,6,17-11-26,15:30
11/29/2017 13:30:00,17.32,57.023,6,17-11-29,13:30
11/29/2017 23:15:00,17.32,57.57,6,17-11-29,23:15
11/7/2017 3:30:00,17.32,95.272,7,17-11-07,3:30
11/12/2017 9:00:00,17.32,76.85,7,17-11-12,9:00
11/18/2017 1:00:00,17.32,93.069,7,17-11-18,1:00
11/18/2017 1:15:00,17.32,92.964,7,17-11-18,1:15
11/18/2017 1:45:00,17.32,92.752,7,17-11-18,1:45
11/18/2017 2:00:00,17.32,93.043,7,17-11-18,2:00
11/18/2017 3:45:00,17.32,93.674,7,17-11-18,3:45
11/20/2017 18:00:00,17.344,100,1,17-11-20,18:00
11/20/2017 21:45:00,17.344,100,1,17-11-20,21:45
11/10/2017 20:30:00,17.344,99.258,2,17-11-10,20:30
11/14/2017 19:45:00,17.344,100,2,17-11-14,19:45
11/26/2017 14:00:00,17.344,73.757,2,17-11-26,14:00
11/11/2017 11:30:00,17.344,100,3,17-11-11,11:30
11/14/2017 12:00:00,17.344,100,3,17-11-14,12:00
11/15/2017 2:30:00,17.344,100,3,17-11-15,2:30
11/16/2017 3:30:00,17.344,93.207,4,17-11-16,3:30
11/16/2017 17:45:00,17.344,90.956,4,17-11-16,17:45
11/17/2017 5:00:00,17.344,92.071,4,17-11-17,5:00
11/17/2017 15:15:00,17.344,91.488,4,17-11-17,15:15
11/21/2017 20:00:00,17.344,87.009,4,17-11-21,20:00
11/25/2017 3:15:00,17.344,87.659,4,17-11-25,3:15
11/26/2017 22:15:00,17.344,85.324,4,17-11-26,22:15
11/27/2017 19:30:00,17.344,84.915,4,17-11-27,19:30
11/30/2017 5:15:00,17.344,78.881,4,17-11-30,5:15
11/15/2017 9:15:00,17.344,69.314,5,17-11-15,9:15
11/15/2017 18:00:00,17.344,68.819,5,17-11-15,18:00
11/15/2017 23:30:00,17.344,69.111,5,17-11-15,23:30
11/17/2017 22:15:00,17.344,66.918,5,17-11-17,22:15
11/17/2017 22:30:00,17.344,66.918,5,17-11-17,22:30
11/17/2017 22:45:00,17.344,66.918,5,17-11-17,22:45
11/17/2017 23:00:00,17.344,66.947,5,17-11-17,23:00
11/18/2017 3:30:00,17.344,67.182,5,17-11-18,3:30
11/18/2017 4:00:00,17.344,67.182,5,17-11-18,4:00
11/21/2017 21:15:00,17.344,86.766,5,17-11-21,21:15
11/21/2017 1:30:00,17.344,45.556,6,17-11-21,1:30
11/25/2017 20:00:00,17.344,59.118,6,17-11-25,20:00
11/26/2017 20:45:00,17.344,56.113,6,17-11-26,20:45
11/29/2017 23:00:00,17.344,57.513,6,17-11-29,23:00
11/7/2017 3:00:00,17.344,95.226,7,17-11-07,3:00
11/9/2017 4:45:00,17.344,93.654,7,17-11-09,4:45
11/9/2017 11:00:00,17.344,87.064,7,17-11-09,11:00
11/11/2017 18:30:00,17.344,80.028,7,17-11-11,18:30
11/20/2017 8:00:00,17.368,100,1,17-11-20,8:00
11/20/2017 18:15:00,17.368,100,1,17-11-20,18:15
11/20/2017 18:30:00,17.368,100,1,17-11-20,18:30
11/20/2017 21:00:00,17.368,100,1,17-11-20,21:00
11/20/2017 21:15:00,17.368,100,1,17-11-20,21:15
11/20/2017 21:30:00,17.368,100,1,17-11-20,21:30
11/22/2017 18:30:00,17.368,71.723,1,17-11-22,18:30
11/12/2017 4:15:00,17.368,100,2,17-11-12,4:15
11/12/2017 4:30:00,17.368,100,2,17-11-12,4:30
11/12/2017 9:30:00,17.368,100,2,17-11-12,9:30
11/13/2017 5:00:00,17.368,100,2,17-11-13,5:00
11/13/2017 23:15:00,17.368,100,2,17-11-13,23:15
11/16/2017 16:00:00,17.368,100,2,17-11-16,16:00
11/16/2017 17:30:00,17.368,100,2,17-11-16,17:30
11/17/2017 14:00:00,17.368,100,2,17-11-17,14:00
11/17/2017 19:45:00,17.368,100,2,17-11-17,19:45
11/21/2017 19:15:00,17.368,91.095,2,17-11-21,19:15
11/21/2017 19:30:00,17.368,91.015,2,17-11-21,19:30
12/2/2017 21:00:00,17.368,68.444,2,17-12-02,21:00
11/16/2017 23:30:00,17.368,100,3,17-11-16,23:30
11/19/2017 9:15:00,17.368,100,3,17-11-19,9:15
11/19/2017 22:00:00,17.368,100,3,17-11-19,22:00
11/21/2017 19:00:00,17.368,90.376,3,17-11-21,19:00
11/21/2017 19:15:00,17.368,91.281,3,17-11-21,19:15
11/21/2017 19:30:00,17.368,91.175,3,17-11-21,19:30
11/22/2017 11:00:00,17.368,79.837,3,17-11-22,11:00
11/16/2017 3:15:00,17.368,93.213,4,17-11-16,3:15
11/16/2017 18:00:00,17.368,90.935,4,17-11-16,18:00
11/17/2017 4:30:00,17.368,91.998,4,17-11-17,4:30
11/17/2017 4:45:00,17.368,92.024,4,17-11-17,4:45
11/20/2017 3:00:00,17.368,92.765,4,17-11-20,3:00
11/21/2017 18:45:00,17.368,86.825,4,17-11-21,18:45
11/25/2017 3:00:00,17.368,87.718,4,17-11-25,3:00
11/25/2017 13:00:00,17.368,85.029,4,17-11-25,13:00
11/25/2017 23:30:00,17.368,82.448,4,17-11-25,23:30
11/27/2017 15:15:00,17.368,86.5,4,17-11-27,15:15
11/28/2017 16:45:00,17.368,82.226,4,17-11-28,16:45
11/28/2017 19:45:00,17.368,81.202,4,17-11-28,19:45
11/28/2017 20:00:00,17.368,81.063,4,17-11-28,20:00
11/29/2017 13:45:00,17.368,78.634,4,17-11-29,13:45
11/30/2017 4:45:00,17.368,78.83,4,17-11-30,4:45
11/30/2017 5:00:00,17.368,78.858,4,17-11-30,5:00
12/2/2017 20:30:00,17.368,66.628,4,17-12-02,20:30
11/15/2017 9:00:00,17.368,69.26,5,17-11-15,9:00
11/15/2017 18:15:00,17.368,68.794,5,17-11-15,18:15
11/15/2017 18:30:00,17.368,68.794,5,17-11-15,18:30
11/15/2017 23:00:00,17.368,69.028,5,17-11-15,23:00
11/15/2017 23:15:00,17.368,69.086,5,17-11-15,23:15
11/17/2017 23:15:00,17.368,66.952,5,17-11-17,23:15
11/17/2017 23:30:00,17.368,66.952,5,17-11-17,23:30
11/17/2017 23:45:00,17.368,66.981,5,17-11-17,23:45
11/18/2017 0:00:00,17.368,66.981,5,17-11-18,0:00
11/18/2017 0:15:00,17.368,67.01,5,17-11-18,0:15
11/18/2017 0:30:00,17.368,67.04,5,17-11-18,0:30
11/18/2017 0:45:00,17.368,67.04,5,17-11-18,0:45
11/18/2017 1:00:00,17.368,67.04,5,17-11-18,1:00
11/18/2017 1:15:00,17.368,67.069,5,17-11-18,1:15
11/18/2017 1:30:00,17.368,67.069,5,17-11-18,1:30
11/18/2017 1:45:00,17.368,67.098,5,17-11-18,1:45
11/18/2017 2:00:00,17.368,67.098,5,17-11-18,2:00
11/18/2017 2:15:00,17.368,67.128,5,17-11-18,2:15
11/18/2017 2:30:00,17.368,67.128,5,17-11-18,2:30
11/18/2017 2:45:00,17.368,67.157,5,17-11-18,2:45
11/18/2017 3:00:00,17.368,67.157,5,17-11-18,3:00
11/18/2017 3:15:00,17.368,67.186,5,17-11-18,3:15
11/18/2017 3:45:00,17.368,67.186,5,17-11-18,3:45
11/18/2017 4:15:00,17.368,67.186,5,17-11-18,4:15
11/18/2017 4:30:00,17.368,67.186,5,17-11-18,4:30
11/18/2017 4:45:00,17.368,67.216,5,17-11-18,4:45
11/18/2017 5:00:00,17.368,67.186,5,17-11-18,5:00
11/18/2017 5:15:00,17.368,67.186,5,17-11-18,5:15
11/18/2017 5:30:00,17.368,67.186,5,17-11-18,5:30
11/18/2017 5:45:00,17.368,67.186,5,17-11-18,5:45
11/18/2017 6:00:00,17.368,67.186,5,17-11-18,6:00
11/18/2017 6:15:00,17.368,67.186,5,17-11-18,6:15
11/18/2017 6:30:00,17.368,67.186,5,17-11-18,6:30
11/18/2017 6:45:00,17.368,67.186,5,17-11-18,6:45
11/18/2017 7:00:00,17.368,67.186,5,17-11-18,7:00
11/18/2017 7:15:00,17.368,67.186,5,17-11-18,7:15
11/18/2017 7:30:00,17.368,67.186,5,17-11-18,7:30
11/18/2017 7:45:00,17.368,67.186,5,17-11-18,7:45
11/18/2017 8:00:00,17.368,67.186,5,17-11-18,8:00
11/18/2017 8:15:00,17.368,67.186,5,17-11-18,8:15
11/18/2017 8:30:00,17.368,67.186,5,17-11-18,8:30
11/18/2017 8:45:00,17.368,67.186,5,17-11-18,8:45
11/18/2017 9:00:00,17.368,67.157,5,17-11-18,9:00
11/18/2017 9:15:00,17.368,67.157,5,17-11-18,9:15
11/20/2017 3:00:00,17.368,67.714,5,17-11-20,3:00
11/20/2017 9:30:00,17.368,49.92,6,17-11-20,9:30
11/20/2017 14:00:00,17.368,47.449,6,17-11-20,14:00
11/21/2017 1:15:00,17.368,45.528,6,17-11-21,1:15
11/21/2017 19:00:00,17.368,83.082,6,17-11-21,19:00
11/22/2017 18:30:00,17.368,69.086,6,17-11-22,18:30
11/24/2017 21:15:00,17.368,78.044,6,17-11-24,21:15
11/25/2017 15:45:00,17.368,61.497,6,17-11-25,15:45
11/7/2017 2:30:00,17.368,95.18,7,17-11-07,2:30
11/9/2017 11:15:00,17.368,87.475,7,17-11-09,11:15
11/12/2017 21:15:00,17.368,80.757,7,17-11-12,21:15
11/16/2017 9:45:00,17.368,59.091,7,17-11-16,9:45
11/18/2017 3:00:00,17.368,93.45,7,17-11-18,3:00
11/18/2017 3:30:00,17.368,93.397,7,17-11-18,3:30
11/21/2017 18:45:00,17.368,71.694,7,17-11-21,18:45
11/26/2017 9:15:00,17.368,54.096,7,17-11-26,9:15
11/29/2017 17:15:00,17.368,92.051,7,17-11-29,17:15
11/20/2017 18:45:00,17.391,100,1,17-11-20,18:45
11/20/2017 20:45:00,17.391,100,1,17-11-20,20:45
11/13/2017 11:30:00,17.391,100,2,17-11-13,11:30
11/18/2017 10:15:00,17.391,100,2,17-11-18,10:15
11/19/2017 4:45:00,17.391,100,2,17-11-19,4:45
11/26/2017 13:45:00,17.391,73.68,2,17-11-26,13:45
11/11/2017 4:45:00,17.391,100,3,17-11-11,4:45
11/14/2017 6:00:00,17.391,100,3,17-11-14,6:00
11/15/2017 22:45:00,17.391,100,3,17-11-15,22:45
11/21/2017 16:00:00,17.391,100,3,17-11-21,16:00
11/15/2017 11:45:00,17.391,93.64,4,17-11-15,11:45
11/15/2017 12:00:00,17.391,93.561,4,17-11-15,12:00
11/15/2017 12:15:00,17.391,93.508,4,17-11-15,12:15
11/15/2017 12:30:00,17.391,93.456,4,17-11-15,12:30
11/15/2017 12:45:00,17.391,93.403,4,17-11-15,12:45
11/15/2017 13:00:00,17.391,93.351,4,17-11-15,13:00
11/15/2017 13:15:00,17.391,93.298,4,17-11-15,13:15
11/16/2017 3:00:00,17.391,93.193,4,17-11-16,3:00
11/16/2017 18:15:00,17.391,90.888,4,17-11-16,18:15
11/17/2017 4:15:00,17.391,91.977,4,17-11-17,4:15
11/17/2017 15:30:00,17.391,91.393,4,17-11-17,15:30
11/27/2017 19:15:00,17.391,84.898,4,17-11-27,19:15
11/28/2017 19:30:00,17.391,81.29,4,17-11-28,19:30
11/30/2017 4:30:00,17.391,78.807,4,17-11-30,4:30
11/15/2017 18:45:00,17.391,68.77,5,17-11-15,18:45
11/15/2017 22:30:00,17.391,68.974,5,17-11-15,22:30
11/15/2017 22:45:00,17.391,69.003,5,17-11-15,22:45
11/18/2017 9:30:00,17.391,67.132,5,17-11-18,9:30
11/18/2017 9:45:00,17.391,67.132,5,17-11-18,9:45
11/18/2017 10:00:00,17.391,67.132,5,17-11-18,10:00
11/18/2017 10:15:00,17.391,67.103,5,17-11-18,10:15
11/20/2017 9:15:00,17.391,50.11,6,17-11-20,9:15
11/21/2017 1:00:00,17.391,45.467,6,17-11-21,1:00
11/21/2017 15:00:00,17.391,42.419,6,17-11-21,15:00
11/24/2017 21:30:00,17.391,77.571,6,17-11-24,21:30
11/25/2017 19:45:00,17.391,59.216,6,17-11-25,19:45
11/29/2017 14:00:00,17.391,57.004,6,17-11-29,14:00
11/29/2017 22:45:00,17.391,57.49,6,17-11-29,22:45
11/18/2017 2:45:00,17.391,93.166,7,17-11-18,2:45
11/18/2017 5:30:00,17.391,94.008,7,17-11-18,5:30
11/18/2017 5:45:00,17.391,94.139,7,17-11-18,5:45
11/19/2017 10:45:00,17.391,48.424,7,17-11-19,10:45
11/20/2017 7:45:00,17.415,100,1,17-11-20,7:45
11/20/2017 19:00:00,17.415,100,1,17-11-20,19:00
11/20/2017 19:15:00,17.415,100,1,17-11-20,19:15
11/20/2017 19:30:00,17.415,100,1,17-11-20,19:30
11/20/2017 19:45:00,17.415,100,1,17-11-20,19:45
11/20/2017 20:00:00,17.415,100,1,17-11-20,20:00
11/20/2017 20:15:00,17.415,100,1,17-11-20,20:15
11/20/2017 20:30:00,17.415,100,1,17-11-20,20:30
11/22/2017 10:45:00,17.415,79.037,1,17-11-22,10:45
11/12/2017 3:45:00,17.415,100,2,17-11-12,3:45
11/12/2017 4:00:00,17.415,100,2,17-11-12,4:00
11/12/2017 9:45:00,17.415,100,2,17-11-12,9:45
11/16/2017 16:15:00,17.415,100,2,17-11-16,16:15
11/16/2017 16:30:00,17.415,100,2,17-11-16,16:30
11/16/2017 17:00:00,17.415,100,2,17-11-16,17:00
11/16/2017 17:15:00,17.415,100,2,17-11-16,17:15
11/22/2017 18:30:00,17.415,69.967,2,17-11-22,18:30
11/26/2017 16:45:00,17.415,66.96,2,17-11-26,16:45
11/15/2017 2:15:00,17.415,100,3,17-11-15,2:15
11/16/2017 23:15:00,17.415,100,3,17-11-16,23:15
11/17/2017 13:15:00,17.415,100,3,17-11-17,13:15
11/22/2017 11:15:00,17.415,79.484,3,17-11-22,11:15
11/15/2017 11:00:00,17.415,93.778,4,17-11-15,11:00
11/15/2017 11:15:00,17.415,93.751,4,17-11-15,11:15
11/15/2017 11:30:00,17.415,93.699,4,17-11-15,11:30
11/15/2017 13:30:00,17.415,93.251,4,17-11-15,13:30
11/15/2017 13:45:00,17.415,93.199,4,17-11-15,13:45
11/15/2017 14:00:00,17.415,93.146,4,17-11-15,14:00
11/16/2017 2:45:00,17.415,93.146,4,17-11-16,2:45
11/16/2017 18:30:00,17.415,90.867,4,17-11-16,18:30
11/17/2017 3:30:00,17.415,91.851,4,17-11-17,3:30
11/17/2017 3:45:00,17.415,91.877,4,17-11-17,3:45
11/17/2017 4:00:00,17.415,91.93,4,17-11-17,4:00
11/17/2017 15:45:00,17.415,91.293,4,17-11-17,15:45
11/20/2017 2:45:00,17.415,92.882,4,17-11-20,2:45
11/24/2017 12:45:00,17.415,88.215,4,17-11-24,12:45
11/25/2017 2:30:00,17.415,87.838,4,17-11-25,2:30
11/25/2017 2:45:00,17.415,87.784,4,17-11-25,2:45
11/25/2017 13:15:00,17.415,84.876,4,17-11-25,13:15
11/26/2017 13:45:00,17.415,85.313,4,17-11-26,13:45
11/26/2017 22:00:00,17.415,85.259,4,17-11-26,22:00
11/27/2017 19:00:00,17.415,84.904,4,17-11-27,19:00
11/28/2017 17:00:00,17.415,82.182,4,17-11-28,17:00
11/30/2017 4:00:00,17.415,78.756,4,17-11-30,4:00
11/30/2017 4:15:00,17.415,78.784,4,17-11-30,4:15
12/2/2017 19:15:00,17.415,59.491,4,17-12-02,19:15
11/15/2017 8:45:00,17.415,69.211,5,17-11-15,8:45
11/15/2017 19:00:00,17.415,68.745,5,17-11-15,19:00
11/15/2017 19:15:00,17.415,68.716,5,17-11-15,19:15
11/15/2017 22:00:00,17.415,68.862,5,17-11-15,22:00
11/15/2017 22:15:00,17.415,68.891,5,17-11-15,22:15
11/18/2017 10:30:00,17.415,67.077,5,17-11-18,10:30
11/18/2017 10:45:00,17.415,67.048,5,17-11-18,10:45
11/20/2017 2:45:00,17.415,67.664,5,17-11-20,2:45
11/21/2017 21:00:00,17.415,86.891,5,17-11-21,21:00
11/20/2017 14:15:00,17.415,47.267,6,17-11-20,14:15
11/21/2017 19:15:00,17.415,83.45,6,17-11-21,19:15
11/24/2017 14:30:00,17.415,90.841,6,17-11-24,14:30
11/24/2017 21:00:00,17.415,78.616,6,17-11-24,21:00
11/26/2017 15:45:00,17.415,55.971,6,17-11-26,15:45
11/26/2017 20:30:00,17.415,56.093,6,17-11-26,20:30
11/29/2017 13:45:00,17.415,56.946,6,17-11-29,13:45
11/29/2017 14:15:00,17.415,57.068,6,17-11-29,14:15
11/12/2017 21:45:00,17.415,80.127,7,17-11-12,21:45
11/12/2017 3:15:00,17.439,100,2,17-11-12,3:15
11/12/2017 3:30:00,17.439,100,2,17-11-12,3:30
11/14/2017 19:30:00,17.439,100,2,17-11-14,19:30
11/16/2017 16:45:00,17.439,100,2,17-11-16,16:45
11/14/2017 5:45:00,17.439,100,3,17-11-14,5:45
11/19/2017 9:00:00,17.439,100,3,17-11-19,9:00
11/19/2017 12:30:00,17.439,100,3,17-11-19,12:30
11/15/2017 10:30:00,17.439,93.889,4,17-11-15,10:30
11/15/2017 10:45:00,17.439,93.836,4,17-11-15,10:45
11/15/2017 14:15:00,17.439,93.099,4,17-11-15,14:15
11/16/2017 2:30:00,17.439,93.099,4,17-11-16,2:30
11/17/2017 3:15:00,17.439,91.803,4,17-11-17,3:15
11/21/2017 19:00:00,17.439,87.032,4,17-11-21,19:00
11/27/2017 15:30:00,17.439,86.354,4,17-11-27,15:30
11/28/2017 17:15:00,17.439,82.104,4,17-11-28,17:15
11/28/2017 19:00:00,17.439,81.495,4,17-11-28,19:00
11/28/2017 19:15:00,17.439,81.411,4,17-11-28,19:15
11/29/2017 14:00:00,17.439,78.565,4,17-11-29,14:00
11/30/2017 3:45:00,17.439,78.705,4,17-11-30,3:45
11/15/2017 8:30:00,17.439,69.157,5,17-11-15,8:30
11/15/2017 19:30:00,17.439,68.72,5,17-11-15,19:30
11/15/2017 19:45:00,17.439,68.72,5,17-11-15,19:45
11/15/2017 20:00:00,17.439,68.72,5,17-11-15,20:00
11/15/2017 21:15:00,17.439,68.778,5,17-11-15,21:15
11/15/2017 21:30:00,17.439,68.808,5,17-11-15,21:30
11/15/2017 21:45:00,17.439,68.837,5,17-11-15,21:45
11/18/2017 11:00:00,17.439,67.023,5,17-11-18,11:00
11/18/2017 11:15:00,17.439,66.994,5,17-11-18,11:15
11/21/2017 20:45:00,17.439,86.842,5,17-11-21,20:45
11/20/2017 9:00:00,17.439,50.241,6,17-11-20,9:00
11/21/2017 0:45:00,17.439,45.378,6,17-11-21,0:45
11/25/2017 16:00:00,17.439,61.299,6,17-11-25,16:00
11/25/2017 19:15:00,17.439,59.434,6,17-11-25,19:15
11/25/2017 19:30:00,17.439,59.314,6,17-11-25,19:30
11/29/2017 22:30:00,17.439,57.467,6,17-11-29,22:30
11/12/2017 22:00:00,17.439,80.299,7,17-11-12,22:00
11/18/2017 6:00:00,17.439,94.046,7,17-11-18,6:00
11/18/2017 6:15:00,17.439,94.046,7,17-11-18,6:15
11/20/2017 15:45:00,17.439,54.69,7,17-11-20,15:45
11/21/2017 19:00:00,17.439,73.461,7,17-11-21,19:00
11/20/2017 7:30:00,17.463,100,1,17-11-20,7:30
11/10/2017 3:45:00,17.463,100,2,17-11-10,3:45
11/10/2017 20:15:00,17.463,99.034,2,17-11-10,20:15
11/12/2017 2:30:00,17.463,100,2,17-11-12,2:30
11/12/2017 2:45:00,17.463,100,2,17-11-12,2:45
11/12/2017 3:00:00,17.463,100,2,17-11-12,3:00
11/13/2017 4:30:00,17.463,100,2,17-11-13,4:30
11/13/2017 4:45:00,17.463,100,2,17-11-13,4:45
11/13/2017 23:00:00,17.463,100,2,17-11-13,23:00
11/17/2017 19:30:00,17.463,100,2,17-11-17,19:30
12/2/2017 18:45:00,17.463,68.666,2,17-12-02,18:45
11/11/2017 4:30:00,17.463,100,3,17-11-11,4:30
11/16/2017 14:15:00,17.463,100,3,17-11-16,14:15
11/19/2017 21:45:00,17.463,100,3,17-11-19,21:45
11/15/2017 10:15:00,17.463,93.921,4,17-11-15,10:15
11/15/2017 14:30:00,17.463,93,4,17-11-15,14:30
11/15/2017 14:45:00,17.463,92.947,4,17-11-15,14:45
11/16/2017 2:00:00,17.463,93.026,4,17-11-16,2:00
11/16/2017 2:15:00,17.463,93.079,4,17-11-16,2:15
11/16/2017 18:45:00,17.463,90.826,4,17-11-16,18:45
11/17/2017 2:45:00,17.463,91.73,4,17-11-17,2:45
11/17/2017 3:00:00,17.463,91.783,4,17-11-17,3:00
11/17/2017 16:00:00,17.463,91.198,4,17-11-17,16:00
11/20/2017 2:30:00,17.463,92.947,4,17-11-20,2:30
11/26/2017 21:45:00,17.463,85.188,4,17-11-26,21:45
11/27/2017 18:45:00,17.463,84.942,4,17-11-27,18:45
11/28/2017 17:30:00,17.463,82.026,4,17-11-28,17:30
11/30/2017 3:30:00,17.463,78.682,4,17-11-30,3:30
11/15/2017 8:15:00,17.463,69.162,5,17-11-15,8:15
11/15/2017 20:15:00,17.463,68.724,5,17-11-15,20:15
11/15/2017 20:30:00,17.463,68.724,5,17-11-15,20:30
11/15/2017 20:45:00,17.463,68.754,5,17-11-15,20:45
11/15/2017 21:00:00,17.463,68.754,5,17-11-15,21:00
11/18/2017 11:30:00,17.463,66.939,5,17-11-18,11:30
11/20/2017 2:30:00,17.463,67.526,5,17-11-20,2:30
11/21/2017 20:30:00,17.463,86.766,5,17-11-21,20:30
11/22/2017 18:45:00,17.463,66.88,5,17-11-22,18:45
11/20/2017 14:30:00,17.463,47.116,6,17-11-20,14:30
11/21/2017 0:30:00,17.463,45.318,6,17-11-21,0:30
11/21/2017 15:15:00,17.463,42.044,6,17-11-21,15:15
11/21/2017 19:30:00,17.463,83.324,6,17-11-21,19:30
11/24/2017 14:45:00,17.463,90.719,6,17-11-24,14:45
11/24/2017 20:45:00,17.463,79.187,6,17-11-24,20:45
11/25/2017 19:00:00,17.463,59.529,6,17-11-25,19:00
11/26/2017 20:15:00,17.463,56.07,6,17-11-26,20:15
12/2/2017 20:15:00,17.463,68.287,6,17-12-02,20:15
11/7/2017 2:45:00,17.463,95.257,7,17-11-07,2:45
11/9/2017 4:30:00,17.463,93.632,7,17-11-09,4:30
11/18/2017 2:15:00,17.463,92.683,7,17-11-18,2:15
11/21/2017 19:15:00,17.463,75.917,7,17-11-21,19:15
11/21/2017 19:30:00,17.463,77.049,7,17-11-21,19:30
11/21/2017 20:45:00,17.486,92.583,1,17-11-21,20:45
11/21/2017 21:00:00,17.486,92.53,1,17-11-21,21:00
11/14/2017 13:30:00,17.486,100,2,17-11-14,13:30
11/15/2017 2:00:00,17.486,100,3,17-11-15,2:00
11/15/2017 22:30:00,17.486,100,3,17-11-15,22:30
11/16/2017 23:00:00,17.486,100,3,17-11-16,23:00
11/21/2017 16:15:00,17.486,100,3,17-11-21,16:15
11/15/2017 10:00:00,17.486,94.006,4,17-11-15,10:00
11/15/2017 15:00:00,17.486,92.847,4,17-11-15,15:00
11/16/2017 19:00:00,17.486,90.832,4,17-11-16,19:00
11/17/2017 2:15:00,17.486,91.63,4,17-11-17,2:15
11/17/2017 2:30:00,17.486,91.709,4,17-11-17,2:30
11/20/2017 2:15:00,17.486,93.006,4,17-11-20,2:15
11/22/2017 18:30:00,17.486,68.729,4,17-11-22,18:30
11/25/2017 1:45:00,17.486,87.936,4,17-11-25,1:45
11/25/2017 2:00:00,17.486,87.936,4,17-11-25,2:00
11/25/2017 2:15:00,17.486,87.882,4,17-11-25,2:15
11/25/2017 13:30:00,17.486,84.783,4,17-11-25,13:30
11/27/2017 18:15:00,17.486,85.084,4,17-11-27,18:15
11/28/2017 17:45:00,17.486,81.921,4,17-11-28,17:45
11/28/2017 18:00:00,17.486,81.865,4,17-11-28,18:00
11/28/2017 18:15:00,17.486,81.755,4,17-11-28,18:15
11/28/2017 18:30:00,17.486,81.671,4,17-11-28,18:30
11/28/2017 18:45:00,17.486,81.588,4,17-11-28,18:45
11/15/2017 8:00:00,17.486,69.079,5,17-11-15,8:00
11/18/2017 11:45:00,17.486,66.914,5,17-11-18,11:45
11/20/2017 8:45:00,17.486,50.434,6,17-11-20,8:45
11/29/2017 14:30:00,17.486,56.957,6,17-11-29,14:30
11/29/2017 22:15:00,17.486,57.413,6,17-11-29,22:15
12/2/2017 18:45:00,17.486,69.719,6,17-12-02,18:45
11/9/2017 10:45:00,17.486,88.151,7,17-11-09,10:45
